customer_unique_id,Customer Segment,customer_state,Customer Type,Sum of Orders Count,Year,Quarter,Month,Year,Quarter,Month,Total Revenue
26a6e3e036636ef1d5636f98b66094cc,Silver,SP,New,3,2018,Qtr 1,January,2018,Qtr 2,June,428.84
297ec5afd18366f5ba27520cc4954151,Gold,SP,New,3,2018,Qtr 1,February,2018,Qtr 2,May,1392.44
2b161eaf4956b131691842e87b3c39c7,Bronze,SP,New,3,2018,Qtr 1,February,2018,Qtr 1,March,195.04
2e43e031f10de28e557c35ef668f9396,Silver,RS,New,3,2017,Qtr 1,January,2017,Qtr 1,January,269.22
30a81e307f19e822e7199139fe52b1b0,Bronze,MG,New,3,2017,Qtr 4,October,2018,Qtr 1,March,82.88
310647380793836bfa5b7b6b3f518423,Silver,SP,New,3,2017,Qtr 2,April,2017,Qtr 4,October,262.88
31d332d20895c5c0baefe55207a0fead,Bronze,SP,New,3,2017,Qtr 2,May,2018,Qtr 3,July,231.3
32ea3bdedab835c3aa6cb68ce66565ef,Bronze,SP,New,3,2016,Qtr 4,October,2018,Qtr 2,June,104.89
33176de67c05eeed870fd49f234387a0,Gold,RS,New,3,2018,Qtr 1,February,2018,Qtr 2,June,1021.5
34b0cd95480e55c2a701293a2b9671b3,Bronze,SP,New,3,2018,Qtr 2,April,2018,Qtr 3,August,263.63
39104edef5e46d7b8c61848cc95e6d97,Bronze,SP,New,3,2017,Qtr 3,July,2017,Qtr 4,October,96.48
3bab949ef05da8e9b3cfd541b6af0ffd,Gold,MG,New,3,2017,Qtr 2,April,2017,Qtr 2,June,669.9
3db6e5afa8e8178a29afc729855315e2,Gold,RJ,New,3,2017,Qtr 2,June,2017,Qtr 4,November,719.7
3de0c9303f39b7ccfe69ca11aee19cc6,Gold,SP,New,3,2018,Qtr 1,January,2018,Qtr 2,April,674.89
3e5306add1209e5ba184092dd1587282,Bronze,DF,New,3,2017,Qtr 1,January,2018,Qtr 1,January,160.79
3ea4185126195c34ed9949d8e406d570,Gold,MG,New,3,2017,Qtr 3,July,2018,Qtr 3,July,755.9
455c17b35969ca198c17f2fc9e8eba1b,Gold,BA,New,3,2017,Qtr 1,March,2018,Qtr 1,March,608
46958f708ade6b6a88b2e5aca1e66de5,Bronze,PR,New,3,2017,Qtr 3,August,2017,Qtr 3,August,107.7
4bbaf6f7a10a7e26a8777aa5cb6d5864,Silver,RJ,New,3,2017,Qtr 1,February,2018,Qtr 1,March,420.66
4e1cce07cd5937c69dacac3c8b13d965,Gold,SP,New,3,2017,Qtr 4,November,2018,Qtr 3,July,1216.6
4e2d666f4bbc94a8ded712172a433d65,Bronze,RJ,New,3,2018,Qtr 1,February,2018,Qtr 2,April,120.89
50cd97d731f3f5e3f321673c2671a23d,Silver,SP,New,3,2017,Qtr 3,September,2017,Qtr 4,December,369.8
51838d41add414a0b1b989b7d251d9ee,Silver,SP,New,3,2017,Qtr 1,March,2017,Qtr 2,June,274.6
51d91326ffc0688da14a001de38c264b,Gold,GO,New,3,2017,Qtr 3,August,2017,Qtr 3,August,624.99
549a24530925587e2faddb35f667e458,Silver,SP,New,3,2017,Qtr 2,June,2018,Qtr 3,August,409.63
593cb774409e5239a1946d1c88e0813d,Bronze,PR,New,3,2017,Qtr 2,May,2017,Qtr 3,July,159.8
5b09c620db60411b0be6f1817c6cbe71,Bronze,RJ,New,3,2017,Qtr 3,August,2018,Qtr 1,January,220.09
5b3186d7cf904f2f9369aec26faba4d2,Silver,MG,New,3,2017,Qtr 3,September,2017,Qtr 4,November,368.8
5bdb6f56a8fb4272b802f504bb6d1287,Gold,SP,New,3,2018,Qtr 1,February,2018,Qtr 1,February,661.92
5f45aa4ef9b8fb99b95d33a970bb64a7,Bronze,SP,New,3,2017,Qtr 3,August,2018,Qtr 2,May,143.69
615922c430abddd368735199c38e735d,Silver,RJ,New,3,2017,Qtr 2,April,2017,Qtr 4,October,312.7
6204c4e582a95b6a350adf6988623bfb,Silver,SP,New,3,2017,Qtr 3,September,2018,Qtr 1,March,269.86
6222ef69df52b4ed71be551725551cc0,New / Low Value,PR,New,3,2017,Qtr 1,January,2017,Qtr 1,January,30.7
6419a1be8feac26ec793667b71cbaeb4,Gold,RJ,New,3,2017,Qtr 2,June,2017,Qtr 4,December,709.6
64df076fb557552498049bb07ed1cd5f,Silver,RJ,New,3,2018,Qtr 2,April,2018,Qtr 2,May,404.92
6668e1ae499e2e9be475b7f708580232,Bronze,PA,New,3,2017,Qtr 2,May,2017,Qtr 2,June,196.79
66980c3775537536f77b434d74e520f5,Bronze,MG,New,3,2018,Qtr 1,March,2018,Qtr 1,March,120
66e56177b9bf464a930e57edc3694403,Silver,SP,New,3,2017,Qtr 3,September,2018,Qtr 2,May,286.89
67466b5877fad6f2279c1fb634c9aa5c,Silver,PR,New,3,2017,Qtr 2,June,2017,Qtr 3,September,589.7
6a6a7141119ceaeca4dfbae7a580a515,Bronze,RJ,New,3,2017,Qtr 3,September,2018,Qtr 3,July,78.29
6a80a86f478a93a5f4c7ba8db6441a6b,Silver,MS,New,3,2017,Qtr 3,July,2017,Qtr 3,July,274.39
6a9e15d6fa8ce1cabf193c21aa577f64,Silver,SP,New,3,2018,Qtr 2,June,2018,Qtr 3,August,291.7
6bb535b0906b43e0041916897667aeed,Gold,SC,New,3,2017,Qtr 2,June,2017,Qtr 3,September,960.48
6eefa309faab7725bf4b9dce147e4ae6,New / Low Value,SP,New,3,2017,Qtr 3,August,2018,Qtr 1,January,48.8
6f64406ed5cfa4a2d9bd35e91bfd6587,Silver,PR,New,3,2017,Qtr 4,December,2018,Qtr 1,February,324.7
728e4a7d0db4845270091ded0923c71f,New / Low Value,PR,New,3,2017,Qtr 1,January,2017,Qtr 1,January,20.7
732d307839b02bc2d3a4c26b515ea2b9,Bronze,SP,New,3,2017,Qtr 4,December,2018,Qtr 1,March,121.9
7588c20c457369de8caad958afc1cc06,Bronze,RO,New,3,2017,Qtr 1,January,2018,Qtr 1,March,173.8
7589544c08cc5de364cad85ee73f4b63,Bronze,SP,New,3,2017,Qtr 4,November,2018,Qtr 2,June,193.5
76a0491dd70c125840fa259f00dfc351,Bronze,MT,New,3,2018,Qtr 1,January,2018,Qtr 2,April,232.8
7779fdf670bfe673e064b9aa5447674e,Bronze,SP,New,3,2017,Qtr 2,May,2017,Qtr 3,August,128.99
7849336c1b7785f258ffef06aedbd216,Silver,SP,New,3,2017,Qtr 3,September,2018,Qtr 3,July,537.5
78b5cbc4b9ad61445b6609593addca37,Silver,MG,New,3,2017,Qtr 3,August,2018,Qtr 1,January,300.74
7a311d62282fa63be12b02aef2fd21d1,Bronze,SP,New,3,2017,Qtr 2,May,2018,Qtr 1,January,234
7d3d94b4740895a17760e976797f9f0e,Bronze,GO,New,3,2017,Qtr 2,May,2018,Qtr 2,April,157.5
7e1681f9bb31800364869a2cdbe289db,Silver,RJ,New,3,2017,Qtr 4,November,2018,Qtr 1,February,431.89
7f50c43baa66aae590aa1a067427cce5,Bronze,MG,New,3,2017,Qtr 3,September,2018,Qtr 2,April,118.89
821e75291b1ad362e614c0ea79fc95a6,Silver,SP,New,3,2018,Qtr 2,April,2018,Qtr 3,July,480
8689b3e15d4b16cfd05ecf597a523453,Bronze,MG,New,3,2017,Qtr 1,March,2018,Qtr 1,January,184.5
86df00dc5fd68f4dd5d5945ca19f3ed6,VIP,RS,New,3,2017,Qtr 2,June,2017,Qtr 4,October,2200
894382535eef1ce243ec19088626be0e,Bronze,RJ,New,3,2017,Qtr 3,September,2018,Qtr 1,March,248.21
8961b4ca2c5aceb7a78ea72c6e0c840a,Gold,SP,New,3,2017,Qtr 4,November,2018,Qtr 2,June,641.68
8cd6f80d3c3994e2060d46ec07ff0b0a,Silver,MG,New,3,2018,Qtr 1,January,2018,Qtr 3,August,335.8
8dafb82f687e3b0dc9e97b4198b92128,Bronze,RS,New,3,2017,Qtr 3,July,2018,Qtr 2,April,240.8
8f2fa110f45a5b5592f1593842b7e87d,Silver,SP,New,3,2017,Qtr 3,July,2018,Qtr 2,June,320.75
8f6ce2295bdbec03cd50e34b4bd7ba0a,Silver,RJ,New,3,2017,Qtr 1,February,2018,Qtr 3,July,349.9
9077449283dc1319d5e51fb3159b28e2,Bronze,ES,New,3,2017,Qtr 2,May,2017,Qtr 3,August,227.24
90f323e9f0948ddd96c6f6a8ecc75830,Bronze,SC,New,3,2017,Qtr 1,March,2017,Qtr 2,June,198.88
91d0504cf52d3f76b154c42d78979f39,Bronze,MG,New,3,2017,Qtr 3,July,2018,Qtr 2,June,201.7
93360190b9375a40b65720ee99387a4a,Bronze,PR,New,3,2017,Qtr 2,May,2018,Qtr 1,March,110.9
935b9c5a3162185f88dac06d8d08d623,Silver,SP,New,3,2018,Qtr 1,March,2018,Qtr 2,May,376.9
94a19681bf6faa3c6ce3e2df1c2d97cb,Bronze,SP,New,3,2017,Qtr 3,July,2017,Qtr 3,September,147.69
9689908caf4de73724feed92175d867a,Silver,RJ,New,3,2018,Qtr 1,February,2018,Qtr 3,August,318.98
97bc08e526795b17e1d4f642f77ae304,Bronze,SP,New,3,2017,Qtr 3,August,2017,Qtr 3,August,229
9832ae2f7d3e5fa4c7a1a06e9551bc61,Gold,RJ,New,3,2017,Qtr 3,July,2018,Qtr 2,April,978.48
98e3117841a2431959d17808f04bf23c,Silver,SP,New,3,2017,Qtr 3,August,2018,Qtr 3,July,324.7
9947c0ed8bf41cd508a78da36abc1d41,Bronze,SP,New,3,2017,Qtr 3,August,2017,Qtr 4,October,149.5
9aae8213ff9bc04cc3ce48b85f43a173,Silver,RJ,New,3,2018,Qtr 2,May,2018,Qtr 2,May,334
9c08d6f85c7fcec4b08ead25590c0af7,Silver,SP,New,3,2018,Qtr 2,May,2018,Qtr 2,May,341.89
9d31457a03125fc870787a251760315a,Silver,SP,New,3,2017,Qtr 1,January,2017,Qtr 3,August,259.6
a029899dd8534557a81c369475ff80c8,Silver,GO,New,3,2018,Qtr 2,April,2018,Qtr 2,May,428.4
a3021c629bd1d99347a8e75a9ab035d8,Bronze,SP,New,3,2017,Qtr 3,July,2017,Qtr 4,November,199.59
a3dc27d87234f862d7e61a0148c77fa9,Silver,SP,New,3,2018,Qtr 1,February,2018,Qtr 2,April,464.28
a40096fc0a3862e9e12bc55b5f8e6ab2,Silver,RJ,New,3,2017,Qtr 4,October,2017,Qtr 4,October,362.55
a66315c850c3712707754c1eca7a8069,Silver,SP,New,3,2017,Qtr 2,May,2018,Qtr 2,April,562.9
a72a2d4e19868dba726c0e6f49198c7e,Silver,GO,New,3,2017,Qtr 4,October,2018,Qtr 3,August,387.89
a9e070f61d35aa13e420c8597b5ccb3d,Bronze,MG,New,3,2018,Qtr 1,January,2018,Qtr 1,January,105.6
ab243cd9e788d689cc822380f59616e1,Gold,SP,New,3,2017,Qtr 3,September,2018,Qtr 1,February,714.9
ab744045d2445f5bae53b57a4b99bfbf,Bronze,SP,New,3,2017,Qtr 4,October,2017,Qtr 4,December,223
ac987d464574ee0f743f9b630f937a27,Silver,PE,New,3,2017,Qtr 2,June,2017,Qtr 4,October,449.7
acaf5177d6de60fda7ce77c48abb5230,Silver,SP,New,3,2018,Qtr 1,February,2018,Qtr 2,April,625.7
ae20947231d4d44dde1680a7ab14d90a,Silver,RJ,New,3,2017,Qtr 3,September,2017,Qtr 3,September,276.99
b2e9a05d23ea17713b5d7799f2004f8e,Gold,SP,New,3,2018,Qtr 3,July,2018,Qtr 3,July,700.27
b3a6549b3cd47a7117094faafce8b10d,Bronze,SP,New,3,2018,Qtr 1,February,2018,Qtr 2,April,150.9
b59e4bb4efe81ba0f7d30cff6734f9a2,Silver,ES,New,3,2017,Qtr 4,December,2017,Qtr 4,December,250.62
b64ebaf3d11b7209fe566364cc359a51,Bronze,SP,New,3,2017,Qtr 3,July,2017,Qtr 3,July,169.88
b7b162291adff744d6f3c6450557ffee,Silver,SC,New,3,2017,Qtr 3,July,2018,Qtr 3,July,465.85
b8b3c435a58aebd788a477bed8342910,Gold,RS,New,3,2017,Qtr 2,May,2017,Qtr 3,August,501.97
ba77e9b6506636dcbd03e463d4786f24,Bronze,RS,New,3,2017,Qtr 2,April,2017,Qtr 3,July,222.88
ba87a137c5191264841e0be40e53f4ed,Bronze,MG,New,3,2018,Qtr 1,February,2018,Qtr 1,February,189.42
bb58670190dba4e9b320f84cb98317a3,Bronze,RJ,New,3,2017,Qtr 2,June,2017,Qtr 2,June,78
bc3e7032668d3f411c227eec09221362,Bronze,MG,New,3,2018,Qtr 2,June,2018,Qtr 3,August,127.9
bd86b1862fe796149a4d2af57bd85451,Silver,BA,New,3,2018,Qtr 1,March,2018,Qtr 2,June,272.9
bf6656ef50e6fd00e7517b01d615b4f3,Bronze,ES,New,3,2017,Qtr 1,March,2017,Qtr 3,August,237.74
c0118e2c0a037c31aeca71d0b81f66a1,Silver,SP,New,3,2017,Qtr 3,August,2018,Qtr 1,March,345.5
c25d2fb6d22e04ce43c3652e3cacadad,Bronze,RJ,New,3,2017,Qtr 3,July,2017,Qtr 3,September,134.98
c2919fbdb45366551c1e80d5cb35cd3f,Bronze,MG,New,3,2017,Qtr 3,September,2018,Qtr 1,March,111.99
c4fe9fc8b5e1b4f9992db983d0429854,Silver,RJ,New,3,2017,Qtr 2,April,2017,Qtr 2,May,315
c6df3869c263531ebd51f0454a353605,New / Low Value,RS,New,3,2017,Qtr 1,March,2017,Qtr 1,March,40.7
c76762dfb642ac154475239639f7f8f4,Bronze,RJ,New,3,2017,Qtr 1,January,2017,Qtr 1,February,196.43
c7c19110042036e6266adc998cbf1289,Silver,CE,New,3,2017,Qtr 4,October,2018,Qtr 3,August,387.69
c9b3b24308b1a4587ffa3e60fafc2b1f,Silver,SP,New,3,2017,Qtr 1,March,2017,Qtr 4,November,502.99
ca994abc57b0bd7981d91d0061b3d8d6,Silver,RS,New,3,2017,Qtr 3,July,2017,Qtr 3,August,489.88
cbd08b04b3f301152b7570da5e9c8cc4,Gold,PR,New,3,2017,Qtr 3,September,2017,Qtr 3,September,1189.7
cd11a0920c498edb1da9ecd2d31aa599,Bronze,SP,New,3,2017,Qtr 4,October,2018,Qtr 1,February,167.7
cecc19ff12c206e6368dd1e9c22a848d,Gold,SP,New,3,2017,Qtr 1,March,2018,Qtr 1,March,738.39
cef29e793e232d30250331804cdb7000,VIP,MG,New,3,2017,Qtr 1,March,2018,Qtr 1,January,1712.72
cfa69922f9968e0e6271647abda09b09,Bronze,PI,New,3,2018,Qtr 2,May,2018,Qtr 3,August,89.97
d02cbb85434c84acabb8e81bbf064d3e,Bronze,SP,New,3,2017,Qtr 3,September,2018,Qtr 2,April,127.7
d132b863416f85f2abb1a988ca05dd12,Gold,SP,New,3,2017,Qtr 3,August,2018,Qtr 3,July,1202.73
d26c616e241736e0c1c1ab14150239e7,Silver,RJ,New,3,2018,Qtr 1,February,2018,Qtr 2,May,515.9
d387ea85dc301a91740e31360d355686,Gold,SP,New,3,2018,Qtr 1,January,2018,Qtr 2,May,1216.9
d3882d7abd0c66064d740d7ed04dd1ef,Bronze,SP,New,3,2018,Qtr 1,February,2018,Qtr 1,February,108.28
d4a5e9f19897de65433c9d97bf4b9f8e,Silver,SP,New,3,2018,Qtr 2,May,2018,Qtr 3,July,540.99
d64023c35e5c1452ce568e993ac12c86,Bronze,SP,New,3,2018,Qtr 1,February,2018,Qtr 2,June,220
d6df1c8cb71c59d9b52d828dc6d0f5b3,Bronze,DF,New,3,2018,Qtr 2,April,2018,Qtr 2,April,156
d75acd4c5b7b4dfd32b9d9172b195419,Silver,SP,New,3,2018,Qtr 1,March,2018,Qtr 2,June,258.8
d7624d219b6ffad980e91412174db310,New / Low Value,SP,New,3,2017,Qtr 2,April,2017,Qtr 2,April,54.09
da2b78576894a7f95d45bfd20250cc54,Silver,SP,New,3,2017,Qtr 1,February,2017,Qtr 4,December,374.15
db03954a9a1cc5e71f6e0f73e81a628c,Silver,MS,New,3,2017,Qtr 3,September,2017,Qtr 4,October,483
db07fd2ad9869f8356b1fbeefdac31e8,Bronze,SP,New,3,2017,Qtr 4,December,2018,Qtr 1,March,224.9
dc48b0a1b0e6abb6586f322c189f6b93,Silver,BA,New,3,2017,Qtr 2,May,2018,Qtr 3,August,253.7
df946ef265626b1e0a425292815ddead,Bronze,SP,New,3,2017,Qtr 3,July,2017,Qtr 3,August,128.97
e016365b624d1755f3e2d0e8f1631ebb,Silver,PA,New,3,2017,Qtr 2,May,2018,Qtr 1,February,352.88
e0836a97eaae86ac4adc26fbb334a527,New / Low Value,SP,New,3,2018,Qtr 2,June,2018,Qtr 3,August,62.98
e0c99ffdcd8891130985ac90cd2d8eec,Silver,MG,New,3,2017,Qtr 3,July,2017,Qtr 3,September,450.89
e1224167b1a3f92781c2ff55b0b794be,Bronze,SP,New,3,2017,Qtr 4,December,2018,Qtr 1,February,111.6
e12f7f1e96f1f9f6361572028a1fad5a,Gold,RJ,New,3,2017,Qtr 3,August,2017,Qtr 4,October,679.7
e13e8b789e5a8e6fe1445f924a4ed4f6,Bronze,BA,New,3,2018,Qtr 2,June,2018,Qtr 2,June,76.47
e226254ce0c6d5b7a7ef7218c9b5b518,Silver,SP,New,3,2017,Qtr 2,June,2018,Qtr 2,May,584.6
e2492e4188991b6276a4a62a287a5451,Silver,SP,New,3,2018,Qtr 1,February,2018,Qtr 2,April,551
e30b83af13d6ff0b0f427b2a67c43b39,Gold,MG,New,3,2017,Qtr 1,January,2017,Qtr 4,November,763.4
e325e139452a1ca05f5a33acedd7d94f,Silver,SP,New,3,2017,Qtr 4,November,2018,Qtr 1,January,269.7
e3301490c373db9263c15a73172d0c6f,Silver,SP,New,3,2017,Qtr 1,March,2017,Qtr 2,April,387.78
e4b98eebb8983cade8610c0def59f705,Gold,RJ,New,3,2017,Qtr 1,March,2017,Qtr 2,May,682.99
e53fd5575f1418397aae732c5755b6fc,Bronze,SP,New,3,2017,Qtr 2,April,2018,Qtr 3,August,94.98
e68e1b61896163cdd7f8e07b2ae814c9,Silver,RJ,New,3,2018,Qtr 2,April,2018,Qtr 2,April,293.8
e78838df9c44e102b6ac84cc5eea7d5c,Bronze,MG,New,3,2017,Qtr 1,February,2017,Qtr 1,February,147.6
e9b87dccd9c326a3325385087eb0150c,Silver,RS,New,3,2017,Qtr 2,May,2017,Qtr 4,October,379.39
f0fd988c7c2a4cba167138a8adada6ca,Bronze,BA,New,3,2018,Qtr 1,January,2018,Qtr 2,June,114.41
f11821d908830e74ad782532ebed897a,Bronze,MT,New,3,2017,Qtr 2,May,2017,Qtr 3,August,137.79
f4d1502ace38b0df6f052a5544add9f4,Silver,RJ,New,3,2017,Qtr 4,November,2018,Qtr 2,April,330.88
f8bc1d81f395f6239a2a5ab1b9edf1ab,Silver,MG,New,3,2017,Qtr 4,October,2018,Qtr 3,August,318.54
fc719c11b4dce594f47e1f9aa739a3a2,Bronze,SP,New,3,2017,Qtr 4,November,2017,Qtr 4,December,220.99
fd8ccc89be43894d2553494c71a61fd8,Bronze,RJ,New,3,2018,Qtr 1,March,2018,Qtr 2,April,179.44
fe59d5878cd80080edbd29b5a0a4e1cf,Bronze,DF,New,3,2017,Qtr 2,June,2017,Qtr 3,August,127.78
ff922bdd6bafcdf99cb90d7f39cea5b3,Bronze,SP,New,3,2017,Qtr 1,February,2017,Qtr 3,September,94.79
